Hotel Name,Checkin Date,Discount Code,Discount Price
SIXTY Lower East Side,2015-10-22,2,2120
Sheraton LaGuardia East Hotel,2015-10-22,2,1497
Sheraton LaGuardia East Hotel,2015-10-22,3,1541
Sheraton LaGuardia East Hotel,2015-10-22,1,1571
Sheraton New York Times Square Hotel,2015-10-22,2,1482
Smyth A Thompson Hotel,2015-10-22,1,2257
SpringHill Suites by Marriott Newark Liberty International,2015-10-22,2,580
SpringHill Suites by Marriott Newark Liberty International,2015-10-22,3,747
SpringHill Suites by Marriott Newark Liberty International,2015-10-22,4,767
The High Line Hotel,2015-10-22,1,3032
The High Line Hotel,2015-10-22,2,3123
The Lexington New York City Autograph Collection,2015-10-22,3,1270
The Lexington New York City Autograph Collection,2015-10-22,4,1308
The Lexington New York City Autograph Collection,2015-10-22,2,1477
The Lexington New York City Autograph Collection,2015-10-22,1,1532
The Lombardy,2015-10-22,3,2085
The Muse Hotel a Kimpton Hotel,2015-10-22,3,2295
The Out NYC,2015-10-22,3,1579
The Out NYC,2015-10-22,2,1579
The Out NYC,2015-10-22,4,1613
The Out NYC,2015-10-22,1,1617
The Plaza Hotel,2015-10-22,1,4148
The Plaza Hotel,2015-10-22,3,4944
The Plaza Hotel,2015-10-22,4,5147
The Plaza Hotel,2015-10-22,2,5460
The Roosevelt Hotel New York City,2015-10-22,1,1291
The Roosevelt Hotel New York City,2015-10-22,3,1375
The Roosevelt Hotel New York City,2015-10-22,2,1395
The Roosevelt Hotel New York City,2015-10-22,4,1435
The Standard East Village,2015-10-22,1,2236
The Standard East Village,2015-10-22,2,2318
The Standard East Village,2015-10-22,4,2748
The Standard East Village,2015-10-22,3,2852
The Towers of the Waldorf Astoria New York,2015-10-22,4,2945
The Westin New York Grand Central,2015-10-22,4,1776
The Westin New York Grand Central,2015-10-22,1,1967
Viceroy New York,2015-10-22,1,1936
Viceroy New York,2015-10-22,3,2048
Viceroy New York,2015-10-22,2,2139
Viceroy New York,2015-10-22,4,2402
W New York,2015-10-22,1,1879
W New York,2015-10-22,2,1906
W New York,2015-10-22,3,1953
W New York - Downtown,2015-10-22,4,1606
W New York - Union Square,2015-10-22,4,2213
W New York - Union Square,2015-10-22,3,2250
W New York - Union Square,2015-10-22,2,2296
W New York Times Square,2015-10-22,2,1830
W New York Times Square,2015-10-22,1,1837
W New York Times Square,2015-10-22,3,1852
W New York Times Square,2015-10-22,4,1911
Waldorf Astoria New York,2015-10-22,1,2165
Waldorf Astoria New York,2015-10-22,3,2185
Waldorf Astoria New York,2015-10-22,4,2185
Westin New York at Times Square,2015-10-22,4,1556
Westin New York at Times Square,2015-10-22,3,1606
Westin New York at Times Square,2015-10-22,2,1705
Wyndham Garden Brooklyn Sunset Park,2015-10-22,3,1042
Wyndham Garden Brooklyn Sunset Park,2015-10-22,4,1107
Wyndham Garden Brooklyn Sunset Park,2015-10-22,1,1225
Aloft Harlem,2015-10-27,2,1220
Andaz Wall Street - a concept by Hyatt,2015-10-27,2,2025
Andaz Wall Street - a concept by Hyatt,2015-10-27,4,2120
Bentley Hotel,2015-10-27,3,2985
Best Western Bayside Inn,2015-10-27,3,656
Best Western Bayside Inn,2015-10-27,1,704
Best Western Bayside Inn,2015-10-27,2,728
Best Western Bowery Hanbee Hotel,2015-10-27,2,1474
Best Western Bowery Hanbee Hotel,2015-10-27,3,1474
Best Western Plus Arena Hotel,2015-10-27,3,1218
Best Western Plus Newark Airport West,2015-10-27,4,563
Best Western Plus Newark Airport West,2015-10-27,3,581
Blakely New York,2015-10-27,3,2195
Blakely New York,2015-10-27,1,2195
Blakely New York,2015-10-27,2,2195
Blakely New York,2015-10-27,4,2195
Cassa Hotel 45th Street,2015-10-27,2,1675
Cassa Hotel 45th Street,2015-10-27,3,1885
Chelsea Inn,2015-10-27,2,833
Conrad New York,2015-10-27,2,2135
Conrad New York,2015-10-27,3,2195
Conrad New York,2015-10-27,4,2345
Courtyard by Marriott New York Manhattan   Central Park,2015-10-27,3,1818
Courtyard by Marriott New York Manhattan   Central Park,2015-10-27,2,1854
DoubleTree by Hilton Hotel Newark Airport,2015-10-27,2,785
DoubleTree by Hilton Hotel Newark Airport,2015-10-27,3,835
DoubleTree by Hilton Metropolitan - New York City,2015-10-27,4,1574
DoubleTree by Hilton Metropolitan - New York City,2015-10-27,3,1635
Dumont NYC-an Affinia hotel,2015-10-27,2,1811
Fairfield Inn by Marriott LaGuardia Airport Flushing,2015-10-27,3,915
Four Seasons Hotel New York,2015-10-27,2,5125
Four Seasons Hotel New York,2015-10-27,3,5235
Four Seasons Hotel New York,2015-10-27,4,5255
Four Seasons Hotel New York,2015-10-27,1,5405
GEM Hotel - Chelsea an Ascend Hotel Collection Member,2015-10-27,3,1932
Gild Hall A Thompson Hotel,2015-10-27,2,1474
Grand Hyatt New York,2015-10-27,3,1695
Grand Hyatt New York,2015-10-27,4,1815
Hampton Inn JFK Airport,2015-10-27,1,865
Hampton Inn Manhattan Soho,2015-10-27,4,1335
Hampton Inn Manhattan Soho,2015-10-27,3,1375
Hampton Inn Manhattan Soho,2015-10-27,1,1605
Hampton Inn Manhattan Times Square Central,2015-10-27,3,1725
Hampton Inn Manhattan Times Square Central,2015-10-27,1,1725
Hampton Inn Manhattan Times Square Central,2015-10-27,2,1762
Hampton Inn Manhattan United Nations,2015-10-27,2,1685
Hampton Inn Manhattan United Nations,2015-10-27,3,1815
Hampton Inn Manhattan United Nations,2015-10-27,1,1825
Hampton Inn New York - 35th Street - Empire State Building,2015-10-27,2,1667
Hampton Inn New York - 35th Street - Empire State Building,2015-10-27,4,1753
Hampton Inn New York - 35th Street - Empire State Building,2015-10-27,3,1762
Hampton Inn New York - 35th Street - Empire State Building,2015-10-27,1,1872
Hilton Garden Inn New York Central Park South-Midtown West,2015-10-27,3,1797
Hilton Garden Inn New York Midtown Park Ave,2015-10-27,2,1665
Hilton Garden Inn New York Midtown Park Ave,2015-10-27,3,1725
Hilton Garden Inn New York West 35th Street,2015-10-27,1,1557
Hilton Garden Inn New York West 35th Street,2015-10-27,2,1600
Hilton Garden Inn New York West 35th Street,2015-10-27,3,1688
Hilton Garden Inn New York-Times Square Central,2015-10-27,2,1605
Hilton Garden Inn New York-Times Square Central,2015-10-27,3,1725
Hilton Garden Inn Times Square,2015-10-27,3,1606
Hilton Garden Inn Times Square,2015-10-27,2,1606
Hilton Garden Inn Times Square,2015-10-27,1,1606
Hilton Newark Airport,2015-10-27,2,720
Hilton Newark Airport,2015-10-27,3,770
Hilton Newark Airport,2015-10-27,4,820
Hilton Times Square,2015-10-27,3,1973
Hilton Times Square,2015-10-27,4,1974
Hilton Times Square,2015-10-27,2,2199
Holiday Inn New York JFK Airport Area,2015-10-27,1,603
Home2 Suites by Hilton NY Long Island City Manhattan View,2015-10-27,2,1115
Home2 Suites by Hilton NY Long Island City Manhattan View,2015-10-27,3,1215
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-10-27,3,1745
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-10-27,2,1805
Hotel 48LEX New York,2015-10-27,2,2002
Hyatt Herald Square New York,2015-10-27,2,1766
Hyatt Herald Square New York,2015-10-27,3,2009
Hyatt Place New York Midtown South,2015-10-27,2,1435
Hyatt Union Square New York,2015-10-27,4,1873
Hyatt Union Square New York,2015-10-27,3,2000
Langham Place New York Fifth Avenue,2015-10-27,2,3063
Langham Place New York Fifth Avenue,2015-10-27,4,3273
Langham Place New York Fifth Avenue,2015-10-27,3,3507
Langham Place New York Fifth Avenue,2015-10-27,1,3711
Loews Regency New York Hotel,2015-10-27,3,2636
Loews Regency New York Hotel,2015-10-27,4,2676
Loews Regency New York Hotel,2015-10-27,2,3195
Loews Regency New York Hotel,2015-10-27,1,3295
Magnuson Convention Center Hotel,2015-10-27,1,1185
Magnuson Convention Center Hotel,2015-10-27,4,1188
Magnuson Convention Center Hotel,2015-10-27,2,1209
Magnuson Convention Center Hotel,2015-10-27,3,1216
Martha Washington,2015-10-27,3,1455
Martha Washington,2015-10-27,2,1575
Martha Washington,2015-10-27,4,1615
Millenium Hilton,2015-10-27,2,1605
Millenium Hilton,2015-10-27,3,1885
NOMO SOHO,2015-10-27,4,2275
New York Marriott Downtown,2015-10-27,2,1810
New York Marriott Downtown,2015-10-27,3,1835
New York Marriott East Side,2015-10-27,2,1715
New York Marriott at the Brooklyn Bridge,2015-10-27,2,1755
Newark Liberty International Airport Marriott,2015-10-27,2,890
Newark Liberty International Airport Marriott,2015-10-27,3,958
Newark Liberty International Airport Marriott,2015-10-27,4,1068
Quality Inn Woodside,2015-10-27,2,728
Radisson Martinique on Broadway,2015-10-27,2,1696
Radisson Martinique on Broadway,2015-10-27,1,1785
Radisson Martinique on Broadway,2015-10-27,3,1885
Radisson Martinique on Broadway,2015-10-27,4,1945
Renaissance Newark Airport Hotel,2015-10-27,2,1015
Residence Inn New York The Bronx At Metro Center Atrium,2015-10-27,3,958
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-27,2,796
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-27,3,827
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-27,4,891
Sheraton LaGuardia East Hotel,2015-10-27,4,1158
Sheraton LaGuardia East Hotel,2015-10-27,3,1208
Sheraton LaGuardia East Hotel,2015-10-27,2,1257
Sheraton LaGuardia East Hotel,2015-10-27,1,1311
Sheraton New York Times Square Hotel,2015-10-27,3,1794
SpringHill Suites by Marriott Newark Liberty International,2015-10-27,2,597
SpringHill Suites by Marriott Newark Liberty International,2015-10-27,3,597
SpringHill Suites by Marriott Newark Liberty International,2015-10-27,4,615
SpringHill Suites by Marriott Newark Liberty International,2015-10-27,1,631
The Carlyle A Rosewood Hotel,2015-10-27,1,3960
The Carlyle A Rosewood Hotel,2015-10-27,2,3960
The Carlyle A Rosewood Hotel,2015-10-27,3,4140
The Carlyle A Rosewood Hotel,2015-10-27,4,4140
The Lexington New York City Autograph Collection,2015-10-27,2,1468
The Lexington New York City Autograph Collection,2015-10-27,3,1553
The Lombardy,2015-10-27,3,2085
The New York EDITION,2015-10-27,3,2305
The Out NYC,2015-10-27,1,1388
The Out NYC,2015-10-27,2,1403
The Out NYC,2015-10-27,3,1777
The Out NYC,2015-10-27,4,1825
The Peninsula New York,2015-10-27,2,4325
The Peninsula New York,2015-10-27,3,4375
The Plaza Hotel,2015-10-27,2,3900
The Plaza Hotel,2015-10-27,1,3953
The Roosevelt Hotel New York City,2015-10-27,2,1435
The Roosevelt Hotel New York City,2015-10-27,3,1515
The Roosevelt Hotel New York City,2015-10-27,1,1575
The Roosevelt Hotel New York City,2015-10-27,4,1831
The St. Regis New York,2015-10-27,2,4135
The St. Regis New York,2015-10-27,3,4224
The St. Regis New York,2015-10-27,4,4310
The St. Regis New York,2015-10-27,1,5075
The Standard East Village,2015-10-27,4,2140
The Standard East Village,2015-10-27,2,2282
The Standard East Village,2015-10-27,3,2354
The Standard East Village,2015-10-27,1,2453
The SunBright,2015-10-27,3,405
The SunBright,2015-10-27,2,424
The Towers of the Waldorf Astoria New York,2015-10-27,2,2825
The Towers of the Waldorf Astoria New York,2015-10-27,3,2885
The Towers of the Waldorf Astoria New York,2015-10-27,1,2945
The Westin New York Grand Central,2015-10-27,2,1932
Viceroy New York,2015-10-27,3,2316
Viceroy New York,2015-10-27,2,2362
Viceroy New York,2015-10-27,1,2375
Viceroy New York,2015-10-27,4,2402
W New York - Union Square,2015-10-27,2,2273
W New York - Union Square,2015-10-27,3,2321
Waldorf Astoria New York,2015-10-27,2,2065
Waldorf Astoria New York,2015-10-27,1,2275
Westin New York at Times Square,2015-10-27,2,1939
Westin New York at Times Square,2015-10-27,3,1985
Wyndham Garden Brooklyn Sunset Park,2015-10-27,3,1016
Wyndham Garden Brooklyn Sunset Park,2015-10-27,4,1017
Wyndham Garden Brooklyn Sunset Park,2015-10-27,2,1042
Wyndham Garden Long Island City Manhattan View,2015-10-27,3,1212
Aloft Harlem,2015-10-28,1,1537
Andaz 5th Avenue - a concept by Hyatt,2015-10-28,1,2116
Andaz 5th Avenue - a concept by Hyatt,2015-10-28,2,2132
Andaz Wall Street - a concept by Hyatt,2015-10-28,2,1525
Andaz Wall Street - a concept by Hyatt,2015-10-28,1,1670
Andaz Wall Street - a concept by Hyatt,2015-10-28,3,1840
Andaz Wall Street - a concept by Hyatt,2015-10-28,4,1965
Best Western Bayside Inn,2015-10-28,3,769
Best Western Bayside Inn,2015-10-28,2,794
Best Western Bowery Hanbee Hotel,2015-10-28,3,1402
Best Western Plus Newark Airport West,2015-10-28,3,563
Blakely New York,2015-10-28,3,2285
Cassa Hotel 45th Street,2015-10-28,2,1702
Cassa Hotel 45th Street,2015-10-28,1,1775
Cassa Hotel 45th Street,2015-10-28,4,2104
Cassa Hotel 45th Street,2015-10-28,3,2185
Chelsea Inn,2015-10-28,3,828
Conrad New York,2015-10-28,1,2015
Conrad New York,2015-10-28,2,2135
Conrad New York,2015-10-28,3,2215
Conrad New York,2015-10-28,4,2635
Courtyard by Marriott New York Manhattan Times Square,2015-10-28,2,1685
Courtyard by Marriott New York Manhattan Times Square,2015-10-28,4,1837
Courtyard by Marriott New York Manhattan Upper East Side,2015-10-28,4,1356
DoubleTree Suites by Hilton New York City - Times Square,2015-10-28,1,2136
DoubleTree Suites by Hilton New York City - Times Square,2015-10-28,2,2261
DoubleTree by Hilton Hotel New York - Times Square South,2015-10-28,4,1325
DoubleTree by Hilton Hotel New York - Times Square South,2015-10-28,2,1363
DoubleTree by Hilton Hotel Newark Airport,2015-10-28,1,765
DoubleTree by Hilton Hotel Newark Airport,2015-10-28,2,785
DoubleTree by Hilton Hotel Newark Airport,2015-10-28,3,865
DoubleTree by Hilton Metropolitan - New York City,2015-10-28,4,1465
DoubleTree by Hilton Metropolitan - New York City,2015-10-28,3,1545
DoubleTree by Hilton Metropolitan - New York City,2015-10-28,1,1565
DoubleTree by Hilton New York City - Chelsea,2015-10-28,4,1273
DoubleTree by Hilton New York City - Financial District,2015-10-28,4,1215
DoubleTree by Hilton New York City - Financial District,2015-10-28,2,1238
DoubleTree by Hilton New York City - Financial District,2015-10-28,3,1461
Eventi Hotel a Kimpton Hotel,2015-10-28,1,2126
Four Seasons Hotel New York,2015-10-28,3,4675
Four Seasons Hotel New York,2015-10-28,4,4775
Four Seasons Hotel New York,2015-10-28,2,4815
Four Seasons Hotel New York,2015-10-28,1,4995
GEM Hotel - Chelsea an Ascend Hotel Collection Member,2015-10-28,2,1698
GEM Hotel - Chelsea an Ascend Hotel Collection Member,2015-10-28,3,1777
Gild Hall A Thompson Hotel,2015-10-28,2,1324
Gild Hall A Thompson Hotel,2015-10-28,1,1429
Gild Hall A Thompson Hotel,2015-10-28,3,1459
Gild Hall A Thompson Hotel,2015-10-28,4,1515
Grand Hyatt New York,2015-10-28,2,1795
Grand Hyatt New York,2015-10-28,1,1915
Grand Hyatt New York,2015-10-28,3,1935
Hampton Inn JFK Airport,2015-10-28,2,752
Hampton Inn JFK Airport,2015-10-28,1,770
Hampton Inn JFK Airport,2015-10-28,4,787
Hampton Inn JFK Airport,2015-10-28,3,803
Hampton Inn Manhattan Soho,2015-10-28,3,1235
Hampton Inn Manhattan Soho,2015-10-28,2,1355
Hampton Inn Manhattan Soho,2015-10-28,4,1425
Hampton Inn Manhattan Times Square Central,2015-10-28,4,1668
Hampton Inn Manhattan Times Square Central,2015-10-28,2,1762
Hampton Inn Manhattan Times Square Central,2015-10-28,1,1982
Hampton Inn Manhattan United Nations,2015-10-28,2,1385
Hampton Inn Manhattan United Nations,2015-10-28,3,1415
Hampton Inn Manhattan United Nations,2015-10-28,1,1415
Hampton Inn Manhattan United Nations,2015-10-28,4,1455
Hampton Inn Manhattan-Seaport-Financial District,2015-10-28,2,1265
Hampton Inn Manhattan-Seaport-Financial District,2015-10-28,3,1405
Hampton Inn New York - 35th Street - Empire State Building,2015-10-28,1,1601
Hampton Inn New York - 35th Street - Empire State Building,2015-10-28,2,1649
Hampton Inn New York - 35th Street - Empire State Building,2015-10-28,3,1649
Hampton Inn New York - 35th Street - Empire State Building,2015-10-28,4,1820
Hilton Garden Inn New York Central Park South-Midtown West,2015-10-28,2,1355
Hilton Garden Inn New York Central Park South-Midtown West,2015-10-28,1,1573
Hilton Garden Inn New York Central Park South-Midtown West,2015-10-28,4,1807
Hilton Garden Inn New York Manhattan-Midtown East,2015-10-28,4,1407
Hilton Garden Inn New York Manhattan-Midtown East,2015-10-28,1,1429
Hilton Garden Inn New York Midtown Park Ave,2015-10-28,1,1455
Hilton Garden Inn New York Midtown Park Ave,2015-10-28,4,1485
Hilton Garden Inn New York Midtown Park Ave,2015-10-28,2,1515
Hilton Garden Inn New York Midtown Park Ave,2015-10-28,3,1635
Hilton Garden Inn New York West 35th Street,2015-10-28,4,1284
Hilton Garden Inn New York West 35th Street,2015-10-28,1,1350
Hilton Garden Inn New York-Times Square Central,2015-10-28,1,1545
Hilton Garden Inn New York-Times Square Central,2015-10-28,4,1554
Hilton Garden Inn New York-Times Square Central,2015-10-28,2,1591
Hilton Garden Inn New York-Times Square Central,2015-10-28,3,1594
Hilton Garden Inn Times Square,2015-10-28,3,1515
Hilton Garden Inn Times Square,2015-10-28,1,1515
Hilton Garden Inn Times Square,2015-10-28,4,1525
Hilton Garden Inn Times Square,2015-10-28,2,1588
Hilton Manhattan East,2015-10-28,1,1291
Hilton Manhattan East,2015-10-28,2,1326
Hilton New York Fashion District,2015-10-28,1,1310
Hilton New York Fashion District,2015-10-28,2,1373
Hilton New York Fashion District,2015-10-28,3,1720
Hilton New York JFK Airport,2015-10-28,2,1027
Hilton New York JFK Airport,2015-10-28,1,1093
Hilton New York JFK Airport,2015-10-28,3,1232
Hilton New York JFK Airport,2015-10-28,4,1311
Hilton Newark Airport,2015-10-28,1,660
Hilton Newark Airport,2015-10-28,2,710
Hilton Newark Airport,2015-10-28,3,760
Hilton Times Square,2015-10-28,2,1835
Hilton Times Square,2015-10-28,4,1854
Hilton Times Square,2015-10-28,3,2056
Holiday Inn New York JFK Airport Area,2015-10-28,1,575
Home2 Suites by Hilton NY Long Island City Manhattan View,2015-10-28,1,995
Home2 Suites by Hilton NY Long Island City Manhattan View,2015-10-28,2,1095
Home2 Suites by Hilton NY Long Island City Manhattan View,2015-10-28,4,1135
Home2 Suites by Hilton NY Long Island City Manhattan View,2015-10-28,3,1155
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-10-28,4,1585
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-10-28,3,1745
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-10-28,2,1745
Homewood Suites by Hilton NY Midtown Manhattan Times Square,2015-10-28,1,1795
Hotel 48LEX New York,2015-10-28,1,1968
Hotel 48LEX New York,2015-10-28,2,1990
Howard Johnson Flushing,2015-10-28,1,643
Hyatt Herald Square New York,2015-10-28,2,1487
Hyatt Herald Square New York,2015-10-28,1,1496
Hyatt Herald Square New York,2015-10-28,4,1532
Hyatt Place Flushing LaGuardia Airport,2015-10-28,2,1055
Hyatt Place New York Midtown South,2015-10-28,1,1417
Hyatt Union Square New York,2015-10-28,2,1903
Hyatt Union Square New York,2015-10-28,3,2029
Langham Place New York Fifth Avenue,2015-10-28,1,2993
Langham Place New York Fifth Avenue,2015-10-28,2,3028
Langham Place New York Fifth Avenue,2015-10-28,3,3168
Loews Regency New York Hotel,2015-10-28,3,2436
Loews Regency New York Hotel,2015-10-28,2,2476
Loews Regency New York Hotel,2015-10-28,4,2476
Loews Regency New York Hotel,2015-10-28,1,3095
Magnuson Convention Center Hotel,2015-10-28,3,1239
Magnuson Convention Center Hotel,2015-10-28,2,1240
Manhattan NYC-an Affinia hotel,2015-10-28,4,1495
Martha Washington,2015-10-28,2,1335
Martha Washington,2015-10-28,1,1455
Martha Washington,2015-10-28,4,1585
Martha Washington,2015-10-28,3,1595
McCarren Hotel & Pool,2015-10-28,4,1691
Millenium Hilton,2015-10-28,1,1405
Millenium Hilton,2015-10-28,2,1585
Millenium Hilton,2015-10-28,3,1795
Millenium Hilton,2015-10-28,4,1895
New York Marriott Downtown,2015-10-28,2,1700
New York Marriott Downtown,2015-10-28,3,1730
New York Marriott East Side,2015-10-28,1,1605
New York Marriott East Side,2015-10-28,2,1715
New York Marriott East Side,2015-10-28,3,1735
New York Marriott at the Brooklyn Bridge,2015-10-28,1,1675
New York Marriott at the Brooklyn Bridge,2015-10-28,3,1705
Newark Liberty International Airport Marriott,2015-10-28,1,788
Newark Liberty International Airport Marriott,2015-10-28,2,856
Newark Liberty International Airport Marriott,2015-10-28,3,966
Radisson Martinique on Broadway,2015-10-28,4,1571
Radisson Martinique on Broadway,2015-10-28,3,1627
Renaissance Newark Airport Hotel,2015-10-28,1,885
Renaissance Newark Airport Hotel,2015-10-28,2,985
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-28,1,749
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-28,2,771
Residence Inn Newark Elizabeth Liberty International Airport,2015-10-28,3,835
SIXTY Lower East Side,2015-10-28,2,1841
Shelburne NYC-an Affinia hotel,2015-10-28,4,1393
Sheraton LaGuardia East Hotel,2015-10-28,3,1202
Sheraton LaGuardia East Hotel,2015-10-28,2,1251
Sheraton LaGuardia East Hotel,2015-10-28,1,1301
Sheraton LaGuardia East Hotel,2015-10-28,4,1303
Sheraton New York Times Square Hotel,2015-10-28,2,1413
Smyth A Thompson Hotel,2015-10-28,1,2478
SpringHill Suites by Marriott Newark Liberty International,2015-10-28,3,725
The Benjamin,2015-10-28,1,1944
The Benjamin,2015-10-28,2,2066
The Benjamin,2015-10-28,3,2105
The Carlyle A Rosewood Hotel,2015-10-28,1,4560
The Carlyle A Rosewood Hotel,2015-10-28,2,4740
The Carlyle A Rosewood Hotel,2015-10-28,3,4860
The Lexington New York City Autograph Collection,2015-10-28,1,1214
The Lexington New York City Autograph Collection,2015-10-28,2,1254
The Lexington New York City Autograph Collection,2015-10-28,3,1354
The Lombardy,2015-10-28,1,2085
The New York EDITION,2015-10-28,3,2246
The New York EDITION,2015-10-28,2,2373
The Out NYC,2015-10-28,2,1622
The Out NYC,2015-10-28,3,1723
The Out NYC,2015-10-28,4,1753
The Out NYC,2015-10-28,1,1760
The Peninsula New York,2015-10-28,1,4275
The Peninsula New York,2015-10-28,2,4325
The Peninsula New York,2015-10-28,3,4375
The Plaza Hotel,2015-10-28,2,3743
The Plaza Hotel,2015-10-28,3,3833
The Plaza Hotel,2015-10-28,1,3863
The Plaza Hotel,2015-10-28,4,3878
The Premier Hotel New York,2015-10-28,4,1669
The Roosevelt Hotel New York City,2015-10-28,2,1375
The Roosevelt Hotel New York City,2015-10-28,3,1455
The Roosevelt Hotel New York City,2015-10-28,1,1495
The Roosevelt Hotel New York City,2015-10-28,4,1555
The St. Regis New York,2015-10-28,1,3955
The St. Regis New York,2015-10-28,2,4045
The St. Regis New York,2015-10-28,3,4130
The St. Regis New York,2015-10-28,4,4216
The Standard East Village,2015-10-28,4,2032
The Standard East Village,2015-10-28,1,2046
The Standard East Village,2015-10-28,3,2264
The SunBright,2015-10-28,2,424
The Towers of the Waldorf Astoria New York,2015-10-28,1,2755
The Westin New York Grand Central,2015-10-28,1,1788
The Westin New York Grand Central,2015-10-28,2,1810
The Westin New York Grand Central,2015-10-28,3,1879
United Nations Apartment Hotel,2015-10-28,4,1137
Viceroy New York,2015-10-28,1,2035
Viceroy New York,2015-10-28,2,2125
Viceroy New York,2015-10-28,4,2197
Viceroy New York,2015-10-28,3,2215
W New York,2015-10-28,4,1732
W New York,2015-10-28,2,1898
W New York,2015-10-28,3,1977
W New York - Union Square,2015-10-28,2,2121
W New York - Union Square,2015-10-28,3,2161
W New York - Union Square,2015-10-28,1,2351
W New York Times Square,2015-10-28,4,1803
W New York Times Square,2015-10-28,3,2297
Westin New York at Times Square,2015-10-28,1,1606
Westin New York at Times Square,2015-10-28,2,1674
Westin New York at Times Square,2015-10-28,3,1719
Wyndham Garden - Manhattan Chelsea West,2015-10-28,2,1294
Wyndham Garden Brooklyn Sunset Park,2015-10-28,2,963
Wyndham Garden Brooklyn Sunset Park,2015-10-28,3,981
Wyndham Garden Brooklyn Sunset Park,2015-10-28,1,1107
Wyndham New Yorker,2015-10-28,3,1063
Wyndham New Yorker,2015-10-28,2,1078
Andaz 5th Avenue - a concept by Hyatt,2015-10-29,1,2125
Andaz 5th Avenue - a concept by Hyatt,2015-10-29,2,2775
Andaz Wall Street - a concept by Hyatt,2015-10-29,1,1700
Andaz Wall Street - a concept by Hyatt,2015-10-29,2,1773
Andaz Wall Street - a concept by Hyatt,2015-10-29,3,1800
Bentley Hotel,2015-10-29,3,2076
Best Western Bayside Inn,2015-10-29,2,740
Blakely New York,2015-10-29,2,2187
Blakely New York,2015-10-29,3,2311
Cassa Hotel 45th Street,2015-10-29,1,1308
Cassa Hotel 45th Street,2015-10-29,3,1918
Chelsea Inn,2015-10-29,3,833
Conrad New York,2015-10-29,3,2375
Conrad New York,2015-10-29,2,2505
Courtyard New York Manhattan Times Square West,2015-10-29,2,1275
Courtyard by Marriott New York Manhattan   Central Park,2015-10-29,3,1740
Courtyard by Marriott New York Manhattan SoHo,2015-10-29,1,1765
Courtyard by Marriott New York Manhattan SoHo,2015-10-29,4,1765
Courtyard by Marriott New York Manhattan SoHo,2015-10-29,2,1765
DoubleTree by Hilton Hotel New York - Times Square South,2015-10-29,3,1263
DoubleTree by Hilton Hotel Newark Airport,2015-10-29,3,745
DoubleTree by Hilton Hotel Newark Airport,2015-10-29,2,745
DoubleTree by Hilton Hotel Newark Airport,2015-10-29,1,745
DoubleTree by Hilton Hotel Newark Airport,2015-10-29,4,765
DoubleTree by Hilton Metropolitan - New York City,2015-10-29,3,1245
DoubleTree by Hilton New York City - Chelsea,2015-10-29,2,1253
DoubleTree by Hilton New York City - Chelsea,2015-10-29,1,1343
DoubleTree by Hilton New York City - Financial District,2015-10-29,4,898
DoubleTree by Hilton New York City - Financial District,2015-10-29,2,1104
DoubleTree by Hilton New York City - Financial District,2015-10-29,3,1255
Dumont NYC-an Affinia hotel,2015-10-29,3,1746
Fairfield Inn by Marriott LaGuardia Airport Flushing,2015-10-29,3,835
Fairfield Inn by Marriott LaGuardia Airport Flushing,2015-10-29,2,875
Four Seasons Hotel New York,2015-10-29,1,4475
Four Seasons Hotel New York,2015-10-29,2,4575
Four Seasons Hotel New York,2015-10-29,3,4675
Four Seasons Hotel New York,2015-10-29,4,4875
Grand Hyatt New York,2015-10-29,3,1695
Grand Hyatt New York,2015-10-29,2,1795
Hampton Inn JFK Airport,2015-10-29,1,646
Hampton Inn Manhattan Downtown-Financial District,2015-10-29,1,1195
Hampton Inn Manhattan Downtown-Financial District,2015-10-29,3,1255
Hampton Inn Manhattan Downtown-Financial District,2015-10-29,4,1279
Hampton Inn Manhattan Downtown-Financial District,2015-10-29,2,1295
Hampton Inn Manhattan Soho,2015-10-29,3,1175
Hampton Inn Manhattan Soho,2015-10-29,2,1235
Hampton Inn Manhattan Times Square Central,2015-10-29,2,1625
Hampton Inn Manhattan United Nations,2015-10-29,4,1265
Hampton Inn Manhattan United Nations,2015-10-29,1,1345
Hampton Inn Manhattan United Nations,2015-10-29,3,1445
Hampton Inn Manhattan United Nations,2015-10-29,2,1515
Hampton Inn Manhattan-Seaport-Financial District,2015-10-29,3,1165
Hampton Inn Manhattan-Seaport-Financial District,2015-10-29,2,1215
Hampton Inn New York Chelsea,2015-10-29,2,1435
Hilton Garden Inn New York Central Park South-Midtown West,2015-10-29,3,1413
Hilton Garden Inn New York Central Park South-Midtown West,2015-10-29,1,1496
Hilton Garden Inn New York Central Park South-Midtown West,2015-10-29,4,1512
