Hotel Name,Checkin Date,Discount Code,Discount Price
Wyndham Garden Brooklyn Sunset Park,2015-09-16,2,1174
Wyndham Garden Brooklyn Sunset Park,2015-09-16,3,1235
Andaz 5th Avenue - a concept by Hyatt,2015-09-17,1,2116
Andaz 5th Avenue - a concept by Hyatt,2015-09-17,2,2299
Andaz 5th Avenue - a concept by Hyatt,2015-09-17,3,2371
Andaz 5th Avenue - a concept by Hyatt,2015-09-17,4,2885
Andaz Wall Street - a concept by Hyatt,2015-09-17,1,1850
Andaz Wall Street - a concept by Hyatt,2015-09-17,3,1865
Andaz Wall Street - a concept by Hyatt,2015-09-17,2,1885
Best Western Bayside Inn,2015-09-17,2,825
Cassa Hotel 45th Street,2015-09-17,2,1665
Cassa Hotel 45th Street,2015-09-17,1,1755
Cassa Hotel 45th Street,2015-09-17,3,1815
Cassa Hotel 45th Street,2015-09-17,4,2355
Conrad New York,2015-09-17,4,2475
Conrad New York,2015-09-17,3,2495
Courtyard by Marriott New York City Manhattan Fifth Avenue,2015-09-17,2,2012
Courtyard by Marriott New York Manhattan   Central Park,2015-09-17,4,1831
DoubleTree by Hilton Hotel Newark Airport,2015-09-17,1,635
DoubleTree by Hilton Hotel Newark Airport,2015-09-17,2,675
DoubleTree by Hilton Metropolitan - New York City,2015-09-17,2,1475
DoubleTree by Hilton New York City - Chelsea,2015-09-17,2,1219
DoubleTree by Hilton New York City - Financial District,2015-09-17,4,1321
DoubleTree by Hilton New York City - Financial District,2015-09-17,3,1463
Eventi Hotel a Kimpton Hotel,2015-09-17,2,1564
Eventi Hotel a Kimpton Hotel,2015-09-17,3,1566
Fairfield Inn by Marriott LaGuardia Airport Flushing,2015-09-17,3,905
Fairfield Inn by Marriott LaGuardia Airport Flushing,2015-09-17,2,935
Four Seasons Hotel New York,2015-09-17,3,4875
Four Seasons Hotel New York,2015-09-17,1,4875
Four Seasons Hotel New York,2015-09-17,2,4875
Four Seasons Hotel New York,2015-09-17,4,4995
Grand Hyatt New York,2015-09-17,4,1715
Grand Hyatt New York,2015-09-17,3,1815
Grand Hyatt New York,2015-09-17,2,1835
Grand Hyatt New York,2015-09-17,1,1835
Hampton Inn Manhattan Downtown-Financial District,2015-09-17,1,1326
Hampton Inn Manhattan Downtown-Financial District,2015-09-17,2,1354
Hampton Inn Manhattan Downtown-Financial District,2015-09-17,3,1579
Hampton Inn Manhattan Downtown-Financial District,2015-09-17,4,1606
Hampton Inn Manhattan Soho,2015-09-17,1,1835
Hampton Inn Manhattan Times Square South,2015-09-17,2,1611
Hampton Inn Manhattan United Nations,2015-09-17,3,1300
Hampton Inn Manhattan United Nations,2015-09-17,4,1309
Hampton Inn Manhattan United Nations,2015-09-17,2,1426
Hampton Inn Manhattan United Nations,2015-09-17,1,1642
Hampton Inn Manhattan-Seaport-Financial District,2015-09-17,3,1378
Hampton Inn Manhattan-Seaport-Financial District,2015-09-17,1,1421
Hampton Inn Manhattan-Seaport-Financial District,2015-09-17,2,1459
Hampton Inn New York Chelsea,2015-09-17,4,1601
Hampton Inn New York Chelsea,2015-09-17,3,1649
Hampton Inn New York Chelsea,2015-09-17,2,1734
Hampton Inn New York Chelsea,2015-09-17,1,1854
Hilton Garden Inn New York Central Park South-Midtown West,2015-09-17,3,1458
Hilton Garden Inn New York Central Park South-Midtown West,2015-09-17,4,1635
Hilton Garden Inn New York Central Park South-Midtown West,2015-09-17,2,1760
Hilton Garden Inn New York Manhattan-Chelsea,2015-09-17,1,1677
Hilton Garden Inn New York Manhattan-Chelsea,2015-09-17,2,1767
Hilton Garden Inn New York Manhattan-Chelsea,2015-09-17,3,1857
Hilton Garden Inn New York Manhattan-Midtown East,2015-09-17,2,1608
Hilton Garden Inn New York Manhattan-Midtown East,2015-09-17,3,1736
Hilton Garden Inn New York Midtown Park Ave,2015-09-17,2,1605
