,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
62,Hyatt Times Square New York,-1.0,30.3066037736,30.3278688525,35.7531266993,-1.0,32.2463768116,40.0921658986,-1.0,-1.0,-1.0,30.3278688525,-1.0,39.0205371248,39.4777265745,46.0362602204,41.7212041885,34.1911764706,30.0724637681,41.9333108791,39.7058823529,-1.0,29.2763157895,53.8961038961,-1.0,-1.0,-1.0,32.7762302693,-1.0,32.2727272727,43.3980821244,33.9749759384,-1.0,-1.0,38.8834476004,33.652924257,30.0745650373,-1.0,-1.0,-1.0,-1.0,-1.0,39.6923076923,36.0804020101,33.5075602016,57.3294629898,52.5773195876,32.0512820513,52.5035765379,-1.0,-1.0,-1.0,35.3440150801,-1.0,29.0836653386,40.0118553646,35.8001850139,-1.0,45.1366120219,35.6828193833,29.2682926829,-1.0,-1.0,-1.0,-1.0,42.2077922078,39.0338164251,36.4460562103,39.2670157068,-1.0,40.1750972763,43.3155080214,39.1490188459,-1.0,40.0504266874,39.1304347826,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.6776556777,35.0546176763,33.7089566738,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.7486631016,40.5128205128,-1.0,40.320855615,-1.0,-1.0,39.4871794872,33.1282051282,-1.0,-1.0,29.2292292292,-1.0,-1.0,-1.0,-1.0,29.4358974359,28.8441798399,24.1379310345,-1.0,36.1977030353,31.3964386129,-1.0,-1.0,33.0524344569,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.3625730994,-1.0,-1.0,-1.0,-1.0,-1.0,30.2769818529,-1.0,-1.0,-1.0,32.864321608,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.3371428571,21.6025495106,24.5714285714,28.2051282051,-1.0,28.1132958801,29.2540792541,-1.0,28.8914285714,29.5085714286,-1.0,-1.0,23.9425837321,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
63,Hampton Inn Manhattan Times Square South,31.3488372093,-1.0,25.8782201405,36.2153344209,25.070754717,25.2415458937,31.33640553,30.7596899225,25.0445859873,24.5990566038,23.1615925059,29.5812941816,30.0789889415,29.247311828,34.4827586207,32.362565445,-1.0,-1.0,-1.0,-1.0,-1.0,21.2719298246,39.4372294372,28.0060882801,38.5948026949,-1.0,-1.0,-1.0,27.0545454545,40.6687976395,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.3901345291,-1.0,33.0461538462,-1.0,-1.0,46.2409288824,47.4815905744,-1.0,-1.0,27.7356828194,31.3547237077,30.8048103608,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.1639344262,-1.0,-1.0,-1.0,-1.0,33.3272892112,34.4565217391,28.0175706646,27.2270531401,26.5639165911,31.0994764398,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.295532646,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.1194029851,25.3034547152,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.9710550887,23.5233798195,21.5557638238,24.9785958904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0175438596,24.952661477,22.9226361032,-1.0,-1.0,26.0571428571,-1.0,22.1328819298,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.1507537688,21.8867924528,22.8868120457,27.895515032
64,New York Marriott at the Brooklyn Bridge,41.8294573643,-1.0,30.8899297424,-1.0,-1.0,30.0483091787,40.3072196621,40.9302325581,-1.0,-1.0,33.3957845433,-1.0,-1.0,-1.0,45.9296125133,-1.0,-1.0,-1.0,46.3118895251,-1.0,-1.0,-1.0,-1.0,-1.0,33.5899903754,35.3787152445,31.1049210771,-1.0,-1.0,39.7098598476,31.0875842156,33.5335335335,-1.0,-1.0,35.3787152445,-1.0,-1.0,-1.0,36.2114537445,-1.0,-1.0,39.0769230769,42.9145728643,-1.0,-1.0,68.4830633284,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.2111553785,45.5443588224,44.8658649399,-1.0,50.1639344262,44.140969163,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.1523118767,-1.0,-1.0,44.0661478599,50.8021390374,46.5319603653,-1.0,48.0023273856,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.0879120879,39.6226415094,-1.0,-1.0,34.243902439,-1.0,-1.0,33.5335335335,-1.0,35.0823045267,-1.0,-1.0,34.4262295082,33.1550802139,30.9128205128,-1.0,36.0427807487,33.4644808743,-1.0,-1.0,-1.0,-1.0,-1.0,28.5685685686,-1.0,33.7153772684,-1.0,-1.0,31.2820512821,30.6918497228,26.7980295567,-1.0,30.6603773585,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.8187134503,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.0685569192,-1.0,-1.0,-1.0,-1.0,31.8193891102,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.5428571429,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
65,New York Marriott Downtown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.0742496051,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.092042186,27.669452182,-1.0,-1.0,37.7428079666,-1.0,38.7587587588,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.1189427313,-1.0,-1.0,39.2820512821,-1.0,-1.0,57.6197387518,-1.0,-1.0,-1.0,36.6519823789,-1.0,34.5975948196,-1.0,-1.0,29.8804780876,36.3564512942,33.3024976873,-1.0,43.2786885246,34.1850220264,-1.0,-1.0,-1.0,-1.0,-1.0,34.0336134454,35.2077294686,33.5811423391,-1.0,-1.0,35.7003891051,38.5454545455,34.2335340975,-1.0,37.6648564779,36.7536231884,-1.0,32.2001527884,29.6824034335,34.8957298908,-1.0,-1.0,29.5604395604,31.4995034757,30.2312026423,-1.0,35.3170731707,35.0525310411,-1.0,-1.0,35.3063343718,35.5967078189,-1.0,36.9832402235,36.6120218579,35.1871657754,33.0256410256,38.8062827225,37.7540106952,37.8142076503,-1.0,-1.0,38.0512820513,37.8109452736,-1.0,-1.0,34.6666666667,32.7602674308,-1.0,32.991349829,33.3333333333,32.7448162595,30.8374384236,28.3660130719,33.6341263331,30.1780693533,-1.0,-1.0,34.3632958801,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.1270776352,29.6084049666,-1.0,-1.0,34.1485714286,28.0611270296,30.4485823106,-1.0,-1.0,32.1005025126,-1.0,-1.0,29.5602777193,29.908295123,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.5142857143,29.1620111732,-1.0,-1.0,31.6172248804,-1.0,-1.0,-1.0,-1.0,-1.0
66,Hilton Garden Inn New York Long Island City,25.984496124,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0955414013,-1.0,-1.0,-1.0,22.2116903633,-1.0,-1.0,27.5523560209,-1.0,17.8502415459,24.9578982822,22.091503268,-1.0,-1.0,34.632034632,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.1209736907,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.4176706827,-1.0,-1.0,30.9775784753,-1.0,-1.0,-1.0,-1.0,-1.0,42.1502209131,31.1222593831,51.4449213162,-1.0,-1.0,20.888066605,-1.0,28.4898806435,15.171314741,18.0991898834,18.4273820537,-1.0,20.349726776,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.038647343,26.9628286491,-1.0,-1.0,19.5914396887,-1.0,19.351078298,-1.0,25.5818463926,-1.0,-1.0,-1.0,22.0429184549,27.2095332671,23.3161512027,24.786121673,19.304029304,-1.0,19.6619389936,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.936416185,17.215506461,17.8151260504,17.7076023392,16.7473174837,15.3199617956,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.7662018048,15.0552763819,14.857703631,-1.0,-1.0,-1.0,20.2209005947,12.5863874346,13.7371428571,-1.0,-1.0,13.986013986,14.1444342226,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.9885714286,15.3492822967,14.3157894737,15.2852529602,-1.0,17.9543197617,18.1308411215,21.0202069985
67,Manhattan NYC-an Affinia hotel,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.346718903,25.2157238734,21.2593206297,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.5747460087,34.9926362297,22.7610553698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.7450199203,-1.0,-1.0,-1.0,34.3387978142,27.4713656388,21.4494773519,33.7884654575,31.7765567766,32.6926563917,-1.0,-1.0,34.1642512077,-1.0,-1.0,-1.0,-1.0,34.3315508021,32.6015154459,-1.0,28.6462373933,29.9516908213,16.5692640693,31.0160427807,26.678111588,34.915590864,-1.0,34.4106463878,27.7289377289,28.142999007,29.2791917622,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.3089005236,-1.0,31.4098360656,28.320855615,28.5333333333,-1.0,26.4171122995,28.4590163934,30.5921787709,28.5538461538,28.3692307692,28.3980099502,-1.0,25.0850850851,26.6256410256,25.6542502388,26.20276688,23.4560450614,24.7794871795,25.1488400739,23.6650246305,-1.0,23.8515176374,22.1743205248,26.3484589041,-1.0,23.3707865169,25.2394916911,36.1250993904,-1.0,29.0404624277,26.6360983743,-1.0,26.3391812865,24.1742057648,22.4259789876,-1.0,-1.0,-1.0,-1.0,-1.0,21.4153846154,21.4109926169,20.9849246231,20.4906771344,-1.0,-1.0,-1.0,-1.0,18.3246073298,18.6285714286,17.6872296836,18.2857142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0473627557,-1.0,-1.0,23.4060228453,30.0147856087
68,The Muse Hotel a Kimpton Hotel,-1.0,-1.0,-1.0,-1.0,-1.0,30.8212560386,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.650752465,32.7490039841,38.2335506817,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.5809334657,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.5810055866,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.2615384615,-1.0,-1.0,35.1751751752,36.3692307692,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0544412607,33.6648328396,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.3403141361,30.2171428571,-1.0,-1.0,-1.0,-1.0,33.9653558052,33.5198135198,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
69,New York Hilton Midtown,-1.0,-1.0,32.4355971897,37.9282218597,-1.0,-1.0,38.5560675883,-1.0,-1.0,27.7122641509,33.0210772834,33.0342577488,-1.0,38.2488479263,42.8368290082,-1.0,31.0049019608,28.6231884058,-1.0,-1.0,28.6231884058,25.9868421053,-1.0,38.5083713851,-1.0,-1.0,36.6759517177,-1.0,-1.0,34.5463486599,-1.0,-1.0,37.441643324,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.1364296081,54.9337260677,32.4228911185,-1.0,-1.0,-1.0,34.6901017576,-1.0,-1.0,32.4302788845,29.5396166765,-1.0,29.4005708849,-1.0,25.8149779736,-1.0,-1.0,-1.0,35.8114233908,35.7789855072,-1.0,29.4685990338,28.9211242067,34.8691099476,-1.0,28.5019455253,29.1978609626,-1.0,-1.0,-1.0,33.5265700483,-1.0,32.5630252101,29.2703862661,34.4587884806,29.4673539519,-1.0,-1.0,-1.0,32.9318049349,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.8360655738,28.7700534759,-1.0,32.9842931937,-1.0,-1.0,-1.0,-1.0,35.7948717949,29.7512437811,-1.0,-1.0,27.1794871795,24.5845272206,-1.0,25.6487628244,24.9230769231,-1.0,22.3645320197,24.593837535,23.4823625923,20.8997188379,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.2409337224,-1.0,-1.0,27.8771302335,26.0744985673,-1.0,-1.0,-1.0,27.7936962751,24.4392721117,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.4514380992,38.7638062872,29.6335078534,28.2285714286,24.4707489187,20.6857142857,19.9300699301,20.3541858326,21.8867041199,32.5174825175,18.8571428571,33.2571428571,37.3714285714,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
70,W New York,35.1317829457,26.6273584906,27.3536299766,35.5899945623,-1.0,27.1980676329,34.5929339478,-1.0,-1.0,27.641509434,28.4777517564,-1.0,30.4265402844,30.9677419355,37.5044436545,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.8289473684,54.9350649351,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.8854064643,-1.0,-1.0,29.9437751004,-1.0,-1.0,-1.0,37.4358974359,38.0717948718,37.9296482412,35.1502706739,54.2525399129,53.0191458027,31.9583797845,53.104434907,33.6035242291,30.9982174688,33.5430157262,35.5513666352,-1.0,24.015936255,28.3540802213,25.3654024052,31.1703139867,34.5136612022,27.7709251101,24.9895470383,33.4827797025,31.8315018315,33.1278331822,34.402173913,30.9396485867,33.0434782609,31.7679057117,-1.0,-1.0,35.2723735409,33.4545454545,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.4506437768,41.5690168818,-1.0,44.6530418251,34.9084249084,38.7884806356,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.4184839045,40.6790123457,36.2722513089,-1.0,40.174863388,-1.0,-1.0,-1.0,-1.0,39.693989071,-1.0,-1.0,38.0923076923,34.5870646766,35.2194211018,27.2072072072,34.1128205128,26.5329512894,32.273384266,-1.0,-1.0,-1.0,32.8472906404,-1.0,32.136997539,28.7347703843,-1.0,40.1230769231,31.4981273408,36.0117302053,-1.0,-1.0,37.063583815,-1.0,-1.0,37.2397660819,33.515674311,30.4297994269,-1.0,-1.0,-1.0,26.1127029608,32.1836648328,-1.0,28.7940935193,32.0804020101,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.1085714286,25.5861597997,-1.0,29.5804195804,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.1004784689,30.2966507177,-1.0,-1.0,38.3515392254,-1.0,-1.0
71,Andaz Wall Street - a concept by Hyatt,42.3255813953,31.25,31.7330210773,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.5539215686,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.9192200557,-1.0,-1.0,49.1762970248,31.6650625602,33.3333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.9487179487,38.6666666667,37.4874371859,-1.0,54.7169811321,56.5537555228,34.2809364548,53.0758226037,-1.0,-1.0,30.4347826087,51.0838831291,-1.0,26.9641434263,-1.0,28.3996299722,-1.0,-1.0,29.6387665198,-1.0,47.0756062767,-1.0,42.6110607434,-1.0,31.0351413293,37.1980676329,34.4514959202,-1.0,-1.0,30.0389105058,-1.0,35.9432679231,-1.0,-1.0,-1.0,-1.0,36.7647058824,28.5836909871,38.1330685204,34.793814433,41.5874524715,32.967032967,35.0546176763,35.0689722168,-1.0,39.512195122,-1.0,40.3425309229,33.4334334334,31.6718587747,37.8600823045,41.1518324607,37.9888268156,38.7540983607,38.5026737968,-1.0,39.057591623,39.4652406417,34.4262295082,-1.0,44.1025641026,39.7948717949,40.9950248756,40.8029878618,-1.0,32.3076923077,35.2435530086,-1.0,30.8790987729,31.2820512821,30.0759597619,-1.0,28.8515406162,-1.0,-1.0,28.3604452055,-1.0,-1.0,30.7917888563,-1.0,-1.0,31.2601156069,32.2217590663,30.233426704,25.216374269,27.4563433621,27.3161413563,-1.0,35.8145695364,32.0228571429,25.1193887297,23.846804909,30.4615384615,37.6333059885,30.0703517588,-1.0,28.02124834,-1.0,-1.0,-1.0,-1.0,22.7428571429,22.1944001821,23.0857142857,23.6130536131,23.6660533579,23.1741573034,-1.0,29.7142857143,31.5657142857,26.0114285714,24.5363128492,47.2228571429,28.4019138756,26.2392344498,38.4284176534,35.1557788945,31.3406156902,-1.0,-1.0
72,United Nations Apartment Hotel,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.4214659686,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.1765601218,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.4052863436,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.8115183246,30.3016759777,32.262295082,31.5935828877,33.1487179487,26.7434554974,24.7700534759,30.5355191257,-1.0,-1.0,-1.0,26.5870646766,26.0690943044,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.0690943044,27.3995077933,-1.0,-1.0,24.9641025641,-1.0,-1.0,-1.0,-1.0,31.3757225434,26.6152563568,27.1895424837,32.1871345029,28.5503892279,28.2139446036,-1.0,36.4503311258,-1.0,-1.0,-1.0,28.6358974359,27.3995077933,-1.0,-1.0,36.5471447543,23.5009467705,30.7836598583,-1.0,23.8115183246,30.56,-1.0,-1.0,-1.0,25.6899724011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.3349282297,-1.0,30.5920344456,30.8743718593,-1.0,21.1422637591,24.691966486
73,The Westin New York Grand Central,39.7519379845,32.6886792453,33.7470725995,39.3148450245,29.4103773585,-1.0,-1.0,-1.0,30.5222929936,28.3018867925,29.1569086651,-1.0,38.4834123223,38.0337941628,45.6096693921,45.4188481675,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.9319271333,37.0102135562,-1.0,-1.0,49.8155888862,38.1713185756,38.978978979,-1.0,-1.0,-1.0,-1.0,-1.0,39.9813953488,39.6651982379,44.0896860987,-1.0,46.0102564103,44.2211055276,40.3024080642,-1.0,-1.0,-1.0,-1.0,34.6607929515,37.9322638146,39.4819611471,-1.0,60.5604566684,-1.0,-1.0,34.5420906568,-1.0,-1.0,-1.0,-1.0,-1.0,40.1098901099,41.6863100635,49.2028985507,32.3529411765,37.6618357488,37.0806890299,40.4607329843,-1.0,-1.0,-1.0,32.3295123373,-1.0,-1.0,34.0869565217,-1.0,-1.0,32.8583690987,38.9076464747,-1.0,46.7442965779,-1.0,-1.0,34.5055372061,-1.0,37.6975609756,-1.0,-1.0,35.7957957958,37.5908618899,38.6625514403,-1.0,-1.0,-1.0,38.0748663102,-1.0,40.2303664921,39.4652406417,-1.0,-1.0,-1.0,37.7435897436,38.2288557214,-1.0,30.4704704705,33.1076923077,31.9197707736,36.8366714846,-1.0,29.7435897436,-1.0,26.2857142857,-1.0,-1.0,28.228678538,32.2773972603,-1.0,32.4531835206,32.8054740958,-1.0,-1.0,-1.0,-1.0,-1.0,30.8771929825,28.8239006943,26.953199618,30.3267973856,-1.0,-1.0,-1.0,26.6610241219,-1.0,-1.0,28.783919598,-1.0,-1.0,30.0021039344,30.7002917882,-1.0,25.9685863874,28.32,-1.0,-1.0,25.2680652681,24.9310027599,29.1900749064,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
74,The Peninsula New York,98.1395348837,100.0,100.0,-1.0,100.0,100.0,-1.0,-1.0,80.6369426752,100.0,100.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,87.6651982379,89.5721925134,93.8945420907,-1.0,100.0,61.4183266932,76.1311993677,71.3043478261,-1.0,-1.0,-1.0,-1.0,87.1204401875,79.2124542125,79.3291024479,-1.0,81.6462948816,83.5748792271,79.3291024479,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.6462948816,74.2489270386,86.8917576961,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.3902439024,83.5721107927,-1.0,85.5855855856,89.8234683281,90.0205761317,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,91.1838265944,-1.0,100.0,90.995160951,83.5721107927,-1.0,-1.0,100.0,82.6170009551,90.4570461278,-1.0,89.7251845775,86.9346733668,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
75,NOMO SOHO,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.8343949045,-1.0,34.7775175644,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.8157894737,55.4112554113,37.6560121766,41.1164581328,42.4161073826,42.5255338904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.5100401606,40.9302325581,40.0352422907,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.9839572193,41.7021276596,-1.0,50.025947068,31.7928286853,40.7034182968,-1.0,-1.0,-1.0,-1.0,26.8710801394,-1.0,-1.0,-1.0,-1.0,39.5148968678,41.3913043478,40.0906618314,-1.0,-1.0,41.7704280156,44.385026738,39.3044491937,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.2921027593,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.2564102564,36.8507493328,35.0344827586,-1.0,42.8014766202,34.7516401125,41.2243150685,42.2564102564,37.1348314607,41.7790811339,-1.0,56.4708939709,51.3757225434,43.8724468529,-1.0,47.4619883041,39.9326741006,36.6953199618,-1.0,47.2052980132,42.0114285714,35.6829035339,-1.0,-1.0,-1.0,-1.0,34.5240431796,-1.0,35.0725857353,-1.0,-1.0,28.4397905759,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0753498385,-1.0,-1.0,36.8016614746,41.6954164613
