,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
76,Home2 Suites by Hilton NY Long Island City Manhattan View,28.5891472868,22.1698113208,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.1827956989,38.2154283683,36.4856020942,-1.0,21.2077294686,28.5618053217,-1.0,-1.0,19.2543859649,-1.0,-1.0,29.1626564004,-1.0,28.1337047354,26.3157894737,24.2727272727,33.8087042046,26.4677574591,-1.0,-1.0,24.9755142018,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.7621145374,-1.0,-1.0,34.5900094251,-1.0,-1.0,-1.0,-1.0,-1.0,26.9945355191,21.40969163,-1.0,32.300794783,-1.0,31.2783318223,-1.0,22.4407944996,22.7053140097,23.84406165,25.445026178,-1.0,-1.0,-1.0,18.9430736351,-1.0,-1.0,-1.0,-1.0,23.9686783804,22.5751072961,27.3088381331,23.6254295533,-1.0,-1.0,-1.0,-1.0,-1.0,21.756097561,23.2091690544,-1.0,19.9199199199,22.7414330218,23.7654320988,23.7696335079,-1.0,-1.0,-1.0,-1.0,-1.0,25.9893048128,26.5573770492,-1.0,-1.0,24.1025641026,-1.0,-1.0,19.9199199199,21.3948717949,20.5730659026,22.5686557919,20.4184268759,22.4615384615,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.7426900585,-1.0,19.5415472779,19.0662931839,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.0624169987,17.6940879445,17.8407669862,19.5836873407,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.9942857143,20.0,-1.0,20.1142857143,17.7799043062,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
77,The Standard East Village,94.4496124031,-1.0,-1.0,-1.0,38.6320754717,-1.0,50.44546851,49.2403100775,39.1847133758,32.1933962264,34.0281030445,41.4899401849,-1.0,-1.0,-1.0,-1.0,45.8088235294,43.8647342995,58.5382283597,55.522875817,-1.0,46.0964912281,-1.0,56.4079147641,-1.0,-1.0,-1.0,-1.0,44.6363636364,61.1015490534,46.1020211742,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.8717948718,55.7788944724,-1.0,-1.0,-1.0,-1.0,-1.0,43.2775330396,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.1025641026,-1.0,-1.0,-1.0,46.5314009662,44.4786944696,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.5216450216,-1.0,41.339055794,48.7189672294,41.7010309278,53.1368821293,42.4542124542,56.6434955313,53.3903244609,45.3839037928,44.5268292683,44.9665711557,40.7231208373,40.960960961,-1.0,46.5843621399,42.554973822,42.9720670391,-1.0,-1.0,-1.0,43.7068062827,-1.0,-1.0,-1.0,49.4564102564,49.3948717949,47.0248756219,43.3426704015,44.8248248248,45.8871794872,44.4508118434,45.1373115837,40.7966203983,44.5948717949,-1.0,-1.0,40.5415499533,43.3757178015,-1.0,-1.0,37.2717948718,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.5614035088,46.013044393,-1.0,43.081232493,46.4900662252,-1.0,42.2540592168,-1.0,-1.0,35.1722723544,41.3467336683,-1.0,-1.0,40.5848937513,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.972027972,-1.0,25.9129213483,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
78,DoubleTree Suites by Hilton New York City - Times Square,-1.0,-1.0,40.7025761124,-1.0,36.1556603774,36.7874396135,51.6129032258,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.8411934552,35.5704697987,-1.0,-1.0,-1.0,48.512417015,32.6275264678,33.9339339339,-1.0,34.9657198825,34.2281879195,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.1033073207,66.2947067239,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.4316939891,-1.0,-1.0,-1.0,-1.0,-1.0,43.3876811594,-1.0,-1.0,-1.0,-1.0,40.2783300199,40.1556420233,43.3796791444,37.7307169225,-1.0,33.8440651668,34.6859903382,-1.0,-1.0,-1.0,-1.0,39.1924398625,-1.0,-1.0,43.2174776564,-1.0,-1.0,-1.0,-1.0,-1.0,42.7627627628,46.9574247144,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.8307692308,29.8758357211,-1.0,-1.0,29.1487179487,29.6858961199,-1.0,28.720821662,29.4913863823,27.2164948454,-1.0,-1.0,26.4794007491,33.4506353861,-1.0,-1.0,-1.0,-1.0,-1.0,33.1228070175,29.7917104986,27.029608405,-1.0,-1.0,33.6914285714,-1.0,-1.0,30.4205128205,29.0607054963,28.1407035176,-1.0,40.5046480744,32.6109825373,32.3051271363,-1.0,-1.0,36.4571428571,36.3077623492,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.3142857143,38.3771428571,37.7877094972,37.8285714286,29.5885167464,28.8995215311,-1.0,32.3015075377,30.4270109235,33.4787123572,-1.0
79,SpringHill Suites by Marriott Newark Liberty International,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.637945319,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.9339207048,10.06271777,18.4430405543,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.9377431907,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.6485867074,9.93991416309,-1.0,-1.0,-1.0,10.6227106227,14.8361469712,14.901884593,11.6743755782,11.6487804878,11.4040114613,11.7031398668,-1.0,-1.0,14.9176954733,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.8128342246,12.6557377049,12.6703910615,12.4307692308,12.3487179487,-1.0,-1.0,13.4734734735,14.2153846154,-1.0,-1.0,14.3633071817,15.0564102564,-1.0,-1.0,-1.0,-1.0,12.0337394564,-1.0,-1.0,-1.0,-1.0,-1.0,17.7494802495,16.0231213873,15.1729887453,-1.0,-1.0,-1.0,-1.0,-1.0,14.4635761589,13.0285714286,-1.0,-1.0,14.1128205128,14.109926169,13.0854271357,12.5809617272,-1.0,11.6768356827,-1.0,-1.0,-1.0,-1.0,-1.0,11.4285714286,-1.0,-1.0,-1.0,-1.0,-1.0,14.3085714286,-1.0,-1.0,14.88,12.6507177033,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
80,Eventi Hotel a Kimpton Hotel,35.3488372093,27.0754716981,27.1428571429,31.9738988581,-1.0,28.1642512077,35.2073732719,34.3875968992,-1.0,29.9764150943,30.3278688525,36.3512778684,36.5560821485,33.9477726575,42.516885887,38.1544502618,-1.0,-1.0,44.9646345571,-1.0,-1.0,29.3640350877,49.3939393939,36.8949771689,-1.0,-1.0,-1.0,-1.0,29.1454545455,42.5374969265,34.302213667,42.1221221221,-1.0,39.7453476983,-1.0,-1.0,-1.0,36.9302325581,35.8237885463,37.865470852,-1.0,32.0820512821,31.4773869347,-1.0,-1.0,48.7776141384,29.8773690078,-1.0,-1.0,-1.0,34.7826086957,36.9085768143,-1.0,-1.0,-1.0,-1.0,37.5451950523,-1.0,31.5242290749,27.5400696864,49.2357856124,-1.0,-1.0,-1.0,33.307868602,37.0821256039,36.3191296464,-1.0,36.8389662028,37.0428015564,37.0909090909,33.3786671848,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.8849809886,-1.0,-1.0,39.770740237,-1.0,-1.0,-1.0,-1.0,42.5625625626,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.952952953,-1.0,39.5988538682,35.3706380343,32.2872661436,31.9179487179,32.436871279,31.645320197,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.6530612245,30.4297994269,31.5592903828,44.0264900662,35.0171428571,30.1814708691,36.1404993652,35.4871794872,33.9827727646,30.1105527638,-1.0,-1.0,-1.0,-1.0,-1.0,31.832460733,33.7371428571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
81,Hampton Inn New York Chelsea,-1.0,-1.0,-1.0,-1.0,-1.0,25.38647343,31.490015361,29.984496124,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.687778769,-1.0,-1.0,-1.0,-1.0,29.9346405229,35.0048971596,31.8887823586,28.3181441591,-1.0,-1.0,-1.0,-1.0,38.0307692308,35.5692307692,33.1457286432,29.8861302968,49.9854862119,43.2106038292,27.1088814567,40.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.8825161887,34.4433872502,34.4043715847,26.6960352423,20.3902439024,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.7892644135,29.9805447471,-1.0,29.4151933165,30.9912647171,28.6074476338,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.7472527473,29.7120158888,26.63687585,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.3661202186,-1.0,-1.0,32.6073298429,33.4117647059,25.5519125683,26.4134078212,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.6344799839,26.2974358974,-1.0,22.8177339901,25.0046685341,-1.0,23.4301780694,29.2380136986,-1.0,-1.0,-1.0,-1.0,36.8503118503,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.4326647564,22.49259416,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.7382198953,14.9942857143,14.9328477123,14.7657142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.6145251397,-1.0,-1.0,20.7272727273,25.3390742734,-1.0,24.9255213505,-1.0,-1.0
82,Comfort Inn Times Square South Area,33.5503875969,26.2735849057,27.4941451991,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.1566820276,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.888946549,19.5697211155,24.2639794507,-1.0,-1.0,30.6666666667,-1.0,18.3554006969,-1.0,-1.0,-1.0,-1.0,-1.0,28.6570048309,-1.0,-1.0,27.9522862823,27.7042801556,-1.0,-1.0,25.9399924041,29.8487199379,28.4057971014,-1.0,27.4255156608,24.652360515,28.043694141,24.6735395189,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.9893048128,-1.0,-1.0,23.2820512821,27.8974358974,24.6567164179,23.2306255836,20.2602602603,20.6358974359,-1.0,-1.0,22.3295111648,22.0717948718,22.0899199343,21.2019704433,20.3921568627,22.2313371616,20.4686035614,23.3732876712,-1.0,-1.0,-1.0,-1.0,28.5343035343,26.0809248555,22.6135889954,19.7198879552,-1.0,21.3338943825,18.9875835721,-1.0,-1.0,21.1885714286,-1.0,-1.0,15.8974358974,19.9753896637,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.9476439791,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.9428571429,25.9428571429,25.92,25.3631284916,-1.0,20.7081339713,21.0909090909,-1.0,-1.0,-1.0,21.7030114226,23.311976343
83,The Pearl New York,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.6475770925,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.7076923077,38.2153846154,37.0746268657,35.2941176471,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
84,DoubleTree by Hilton Hotel New York - Times Square South,28.8372093023,23.820754717,-1.0,31.538879826,26.391509434,25.2898550725,-1.0,-1.0,-1.0,-1.0,-1.0,27.4333877107,26.3823064771,31.3671274962,-1.0,28.8285340314,-1.0,-1.0,34.9949477939,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.8697591436,26.7272727273,37.0789279567,28.1616939365,30.8908908909,28.5154061625,-1.0,29.1275167785,24.2750621375,-1.0,-1.0,-1.0,29.0044843049,-1.0,-1.0,-1.0,-1.0,45.3701015965,36.0530191458,21.4046822742,32.4463519313,-1.0,28.9661319073,29.8242368178,32.4222431668,-1.0,21.8645418327,26.0027662517,22.8677150786,25.1189343482,27.4754098361,23.1013215859,-1.0,54.7177501528,46.0622710623,44.1523118767,30.9963768116,26.8525592055,-1.0,-1.0,29.0890052356,-1.0,27.1789883268,29.3048128342,-1.0,29.718951766,-1.0,-1.0,14.7510822511,-1.0,28.2918454936,-1.0,-1.0,-1.0,-1.0,24.7467725919,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.3073727934,-1.0,27.7486910995,-1.0,-1.0,27.0160427807,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.6836836837,24.8820512821,-1.0,24.0759859591,-1.0,25.4358974359,-1.0,-1.0,24.2763772176,-1.0,23.7488284911,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0312630263,-1.0,-1.0,22.2385861561,21.0506208214,20.6162464986,-1.0,-1.0,24.5654250239,-1.0,-1.0,25.5332239541,23.0753768844,-1.0,27.7025232404,21.9650746897,24.8228428512,-1.0,-1.0,-1.0,-1.0,20.5485714286,29.5337995338,-1.0,-1.0,-1.0,-1.0,-1.0,24.1371428571,-1.0,-1.0,-1.0,22.04784689,-1.0,-1.0,-1.0,-1.0,-1.0
85,The Chatwal a Luxury Collection Hotel New York City,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73.2626859588,67.2710622711,67.9963735267,69.347826087,67.8953399542,70.2415458937,67.2710788758,79.2670157068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.7474012474,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
86,Howard Johnson Inn Jamaica JFK Airport NYC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.6784140969,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.2896174863,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.705973623,-1.0,-1.0,10.3896103896,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.1711229947,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.3363412633,9.84067478913,-1.0,9.55897435897,8.98876404494,-1.0,-1.0,-1.0,10.612716763,-1.0,-1.0,10.081871345,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.90073831009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.29319371728,9.34857142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.22966507177,-1.0,-1.0,7.95979899497,8.10327706058,-1.0,-1.0
87,Hampton Inn & Suites Staten Island,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.152866242,14.929245283,-1.0,-1.0,21.1690363349,20.5837173579,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.2857142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.2284186402,13.2367149758,13.5992747053,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.2841864018,15.364806867,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.225433526,15.5273030429,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
88,Howard Johnson Flushing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.8728728729,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.8205128205,-1.0,11.9786096257,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.1156685808,-1.0,-1.0,10.8512820513,10.1498127341,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.1156685808,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0785340314,12.3885714286,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.4628571429,10.5263157895,10.7559808612,12.6803013994,10.5326633166,10.6454816286,-1.0,-1.0
89,Ramada Long Island City,-1.0,-1.0,-1.0,-1.0,-1.0,12.8743961353,16.8970814132,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.8550724638,21.4213539912,-1.0,15.1449275362,14.9122807018,30.3896103896,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.4081632653,-1.0,-1.0,-1.0,18.0607247796,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0256410256,-1.0,-1.0,23.3962264151,24.4477172312,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.337773549,18.1420765027,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.1478599222,-1.0,-1.0,15.3057349032,15.3607447634,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0842490842,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0928961749,-1.0,-1.0,12.1884816754,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.9384615385,-1.0,-1.0,10.3828197946,11.2387202625,10.7216494845,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.4820512821,10.3363412633,11.0954773869,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.64,-1.0,-1.0,12.2971428571,10.1052631579,10.5645933014,-1.0,-1.0,-1.0,-1.0,-1.0
90,SIXTY Lower East Side,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.4858490566,-1.0,-1.0,-1.0,-1.0,-1.0,46.5968586387,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0727272727,49.7910007376,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.0153846154,43.9384615385,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.0855614973,-1.0,-1.0,44.47327452,27.8725099602,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.9816849817,50.4805077063,-1.0,-1.0,38.6859903382,-1.0,-1.0,37.0775347913,37.1789883268,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.6995708155,-1.0,-1.0,49.2633079848,38.8278388278,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.2346832814,-1.0,-1.0,40.0223463687,40.043715847,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.8205128205,-1.0,-1.0,31.8648159324,33.1897435897,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.1790448138,-1.0,-1.0,38.3046357616,33.8057142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.2390438247,29.6865137808,31.5756565236,32.1792693288,24.1465968586,26.8114285714,-1.0,26.1485714286,-1.0,27.5988960442,-1.0,-1.0,29.2342857143,29.92,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
